0 	0.0351985
0.0010101 	0.0352019
0.0020202 	0.0352053
0.0030303 	0.0352087
0.0040404 	0.0352122
0.00505051 	0.0352147
0.00606061 	0.0352006
0.00707071 	0.0351865
0.00808081 	0.0351724
0.00909091 	0.0351584
0.010101 	0.0351387
0.0111111 	0.0350693
0.0121212 	0.0349999
0.0131313 	0.0349305
0.0141414 	0.0348611
0.0151515 	0.0347787
0.0161616 	0.0346231
0.0171717 	0.0344676
0.0181818 	0.034312
0.0191919 	0.0341564
0.020202 	0.0339755
0.0212121 	0.033693
0.0222222 	0.0334105
0.0232323 	0.033128
0.0242424 	0.0328454
0.0252525 	0.0325181
0.0262626 	0.0320561
0.0272727 	0.0315941
0.0282828 	0.0311321
0.0292929 	0.0306701
0.030303 	0.0301353
0.0313131 	0.0294305
0.0323232 	0.0287257
0.0333333 	0.0280209
0.0343434 	0.0273161
0.0353535 	0.0265016
0.0363636 	0.0254834
0.0373737 	0.0244652
0.0383838 	0.023447
0.0393939 	0.0224288
0.040404 	0.0212577
0.0414141 	0.0198574
0.0424242 	0.0184571
0.0434343 	0.0170568
0.0444444 	0.0156564
0.0454545 	0.0140619
0.0464646 	0.0122299
0.0474747 	0.010398
0.0484848 	0.008566
0.0494949 	0.00673404
0.0505051 	0.00468468
0.0515152 	0.00241791
0.0525253 	0.000151136
0.0535354 	-0.00211563
0.0545455 	-0.0043824
0.0555556 	-0.0068451
0.0565657 	-0.0094681
0.0575758 	-0.0120911
0.0585859 	-0.0147141
0.059596 	-0.0173371
0.0606061 	-0.0200562
0.0616162 	-0.0228394
0.0626263 	-0.0256226
0.0636364 	-0.0284058
0.0646465 	-0.0311889
0.0656566 	-0.0338606
0.0666667 	-0.0364723
0.0676768 	-0.0390839
0.0686869 	-0.0416956
0.069697 	-0.0443073
0.0707071 	-0.0464916
0.0717172 	-0.0484929
0.0727273 	-0.0504941
0.0737374 	-0.0524954
0.0747475 	-0.0544966
0.0757576 	-0.0557159
0.0767677 	-0.0566746
0.0777778 	-0.0576332
0.0787879 	-0.0585919
0.079798 	-0.0595506
0.0808081 	-0.0594992
0.0818182 	-0.0591954
0.0828283 	-0.0588916
0.0838384 	-0.0585877
0.0848485 	-0.0582839
0.0858586 	-0.0570227
0.0868687 	-0.0555926
0.0878788 	-0.0541624
0.0888889 	-0.0527323
0.089899 	-0.0513021
0.0909091 	-0.0492669
0.0919192 	-0.0471645
0.0929293 	-0.0450621
0.0939394 	-0.0429597
0.0949495 	-0.0408572
0.0959596 	-0.039663
0.0969697 	-0.0385166
0.0979798 	-0.0373702
0.0989899 	-0.0362237
0.1 	-0.0350773
