0 	0 	0 	0
0.0010101 	-0.00633549 	9.91835e-06 	0
0.0020202 	-0.012671 	1.98367e-05 	0
0.0030303 	-0.0190065 	2.97551e-05 	0
0.0040404 	-0.025342 	3.96734e-05 	0
0.00505051 	-0.0316222 	4.98702e-05 	0
0.00606061 	-0.0368536 	6.5358e-05 	0
0.00707071 	-0.0420849 	8.08457e-05 	0
0.00808081 	-0.0473162 	9.63335e-05 	0
0.00909091 	-0.0525476 	0.000111821 	0
0.010101 	-0.0577149 	0.000128128 	0
0.0111111 	-0.0623069 	0.000151811 	0
0.0121212 	-0.0668988 	0.000175493 	0
0.0131313 	-0.0714908 	0.000199175 	0
0.0141414 	-0.0760827 	0.000222858 	0
0.0151515 	-0.080622 	0.000248549 	0
0.0161616 	-0.0848624 	0.00028562 	0
0.0171717 	-0.0891029 	0.000322691 	0
0.0181818 	-0.0933434 	0.000359762 	0
0.0191919 	-0.0975839 	0.000396833 	0
0.020202 	-0.101787 	0.000438746 	0
0.0212121 	-0.10584 	0.000500029 	0
0.0222222 	-0.109893 	0.000561312 	0
0.0232323 	-0.113946 	0.000622594 	0
0.0242424 	-0.117999 	0.000683877 	0
0.0252525 	-0.122022 	0.000754989 	0
0.0262626 	-0.125953 	0.000855586 	0
0.0272727 	-0.129884 	0.000956184 	0
0.0282828 	-0.133815 	0.00105678 	0
0.0292929 	-0.137746 	0.00115738 	0
0.030303 	-0.14163 	0.00127509 	0
0.0313131 	-0.145403 	0.00143273 	0
0.0323232 	-0.149176 	0.00159038 	0
0.0333333 	-0.152949 	0.00174802 	0
0.0343434 	-0.156721 	0.00190566 	0
0.0353535 	-0.160387 	0.00208949 	0
0.0363636 	-0.163852 	0.00232196 	0
0.0373737 	-0.167317 	0.00255443 	0
0.0383838 	-0.170783 	0.00278689 	0
0.0393939 	-0.174248 	0.00301936 	0
0.040404 	-0.177477 	0.00328717 	0
0.0414141 	-0.180354 	0.00360799 	0
0.0424242 	-0.18323 	0.00392881 	0
0.0434343 	-0.186106 	0.00424963 	0
0.0444444 	-0.188983 	0.00457045 	0
0.0454545 	-0.191397 	0.00493231 	0
0.0464646 	-0.193248 	0.00534434 	0
0.0474747 	-0.195098 	0.00575636 	0
0.0484848 	-0.196949 	0.00616839 	0
0.0494949 	-0.198799 	0.00658042 	0
0.0505051 	-0.199828 	0.00702996 	0
0.0515152 	-0.200034 	0.00751702 	0
0.0525253 	-0.200241 	0.00800407 	0
0.0535354 	-0.200447 	0.00849113 	0
0.0545455 	-0.200654 	0.00897819 	0
0.0555556 	-0.199505 	0.00948217 	0
0.0565657 	-0.197246 	0.00999999 	0
0.0575758 	-0.194988 	0.0105178 	0
0.0585859 	-0.192729 	0.0110356 	0
0.059596 	-0.19047 	0.0115535 	0
0.0606061 	-0.186111 	0.0120424 	0
0.0616162 	-0.180352 	0.0125121 	0
0.0626263 	-0.174592 	0.0129818 	0
0.0636364 	-0.168832 	0.0134515 	0
0.0646465 	-0.163073 	0.0139212 	0
0.0656566 	-0.154234 	0.014287 	0
0.0666667 	-0.143737 	0.0145969 	0
0.0676768 	-0.13324 	0.0149068 	0
0.0686869 	-0.122743 	0.0152167 	0
0.069697 	-0.112246 	0.0155266 	0
0.0707071 	-0.0974673 	0.0156366 	0
0.0717172 	-0.0808539 	0.015661 	0
0.0727273 	-0.0642404 	0.0156854 	0
0.0737374 	-0.0476269 	0.0157097 	0
0.0747475 	-0.0310135 	0.0157341 	0
0.0757576 	-0.00876766 	0.0154712 	0
0.0767677 	0.0153556 	0.0151125 	0
0.0777778 	0.0394789 	0.0147538 	0
0.0787879 	0.0636022 	0.0143951 	0
0.079798 	0.0877255 	0.0140365 	0
0.0808081 	0.118803 	0.0133664 	0
0.0818182 	0.151619 	0.0126184 	0
0.0828283 	0.184435 	0.0118705 	0
0.0838384 	0.21725 	0.0111226 	0
0.0848485 	0.250066 	0.0103747 	0
0.0858586 	0.290796 	0.0094407 	0
0.0868687 	0.332922 	0.00847392 	0
0.0878788 	0.375049 	0.00750713 	0
0.0888889 	0.417175 	0.00654035 	0
0.089899 	0.459301 	0.00557356 	0
0.0909091 	0.50934 	0.00478241 	0
0.0919192 	0.560259 	0.00401077 	0
0.0929293 	0.611177 	0.00323913 	0
0.0939394 	0.662095 	0.00246748 	0
0.0949495 	0.713013 	0.00169584 	0
0.0959596 	0.770149 	0.0013392 	0
0.0969697 	0.827611 	0.0010044 	0
0.0979798 	0.885074 	0.000669601 	0
0.0989899 	0.942537 	0.0003348 	0
0.1 	1 	0 	0
