0 	0 	0 	0
0.0010101 	-0.00644168 	9.7455e-06 	0
0.0020202 	-0.0128834 	1.9491e-05 	0
0.0030303 	-0.0193251 	2.92365e-05 	0
0.0040404 	-0.0257667 	3.8982e-05 	0
0.00505051 	-0.0321523 	4.898e-05 	0
0.00606061 	-0.0374721 	6.37753e-05 	0
0.00707071 	-0.0427919 	7.85706e-05 	0
0.00808081 	-0.0481116 	9.33659e-05 	0
0.00909091 	-0.0534314 	0.000108161 	0
0.010101 	-0.0586851 	0.000123716 	0
0.0111111 	-0.0633443 	0.000146101 	0
0.0121212 	-0.0680035 	0.000168487 	0
0.0131313 	-0.0726627 	0.000190872 	0
0.0141414 	-0.0773219 	0.000213258 	0
0.0151515 	-0.0819248 	0.000237594 	0
0.0161616 	-0.0862079 	0.000272988 	0
0.0171717 	-0.0904911 	0.000308381 	0
0.0181818 	-0.0947742 	0.000343774 	0
0.0191919 	-0.0990574 	0.000379167 	0
0.020202 	-0.103298 	0.000419393 	0
0.0212121 	-0.107367 	0.000478949 	0
0.0222222 	-0.111436 	0.000538505 	0
0.0232323 	-0.115505 	0.000598062 	0
0.0242424 	-0.119573 	0.000657618 	0
0.0252525 	-0.123605 	0.00072709 	0
0.0262626 	-0.127524 	0.000826313 	0
0.0272727 	-0.131443 	0.000925535 	0
0.0282828 	-0.135363 	0.00102476 	0
0.0292929 	-0.139282 	0.00112398 	0
0.030303 	-0.143145 	0.00124055 	0
0.0313131 	-0.14688 	0.0013976 	0
0.0323232 	-0.150614 	0.00155465 	0
0.0333333 	-0.154348 	0.00171169 	0
0.0343434 	-0.158082 	0.00186874 	0
0.0353535 	-0.1617 	0.00205238 	0
0.0363636 	-0.165102 	0.00228541 	0
0.0373737 	-0.168505 	0.00251844 	0
0.0383838 	-0.171907 	0.00275147 	0
0.0393939 	-0.175309 	0.00298449 	0
0.040404 	-0.178468 	0.00325341 	0
0.0414141 	-0.181262 	0.00357617 	0
0.0424242 	-0.184056 	0.00389893 	0
0.0434343 	-0.18685 	0.0042217 	0
0.0444444 	-0.189644 	0.00454446 	0
0.0454545 	-0.19197 	0.00490887 	0
0.0464646 	-0.193725 	0.0053242 	0
0.0474747 	-0.19548 	0.00573954 	0
0.0484848 	-0.197235 	0.00615487 	0
0.0494949 	-0.19899 	0.0065702 	0
0.0505051 	-0.199921 	0.00702356 	0
0.0515152 	-0.200027 	0.00751494 	0
0.0525253 	-0.200134 	0.00800633 	0
0.0535354 	-0.20024 	0.00849771 	0
0.0545455 	-0.200347 	0.0089891 	0
0.0555556 	-0.1991 	0.00949759 	0
0.0565657 	-0.196746 	0.0100201 	0
0.0575758 	-0.194391 	0.0105426 	0
0.0585859 	-0.192037 	0.0110651 	0
0.059596 	-0.189682 	0.0115876 	0
0.0606061 	-0.185236 	0.0120809 	0
0.0616162 	-0.179394 	0.0125547 	0
0.0626263 	-0.173552 	0.0130284 	0
0.0636364 	-0.167711 	0.0135022 	0
0.0646465 	-0.161869 	0.013976 	0
0.0656566 	-0.152963 	0.0143449 	0
0.0666667 	-0.142406 	0.0146573 	0
0.0676768 	-0.131849 	0.0149697 	0
0.0686869 	-0.121293 	0.0152821 	0
0.069697 	-0.110736 	0.0155945 	0
0.0707071 	-0.0959186 	0.0157055 	0
0.0717172 	-0.0792748 	0.01573 	0
0.0727273 	-0.0626311 	0.0157546 	0
0.0737374 	-0.0459873 	0.0157792 	0
0.0747475 	-0.0293435 	0.0158038 	0
0.0757576 	-0.00709252 	0.0155392 	0
0.0767677 	0.0170275 	0.0151783 	0
0.0777778 	0.0411476 	0.0148174 	0
0.0787879 	0.0652676 	0.0144564 	0
0.079798 	0.0893877 	0.0140955 	0
0.0808081 	0.120434 	0.0134217 	0
0.0818182 	0.153212 	0.0126698 	0
0.0828283 	0.18599 	0.0119178 	0
0.0838384 	0.218767 	0.0111658 	0
0.0848485 	0.251545 	0.0104138 	0
0.0858586 	0.292209 	0.00947556 	0
0.0868687 	0.334264 	0.00850439 	0
0.0878788 	0.376319 	0.00753322 	0
0.0888889 	0.418374 	0.00656205 	0
0.089899 	0.460429 	0.00559088 	0
0.0909091 	0.510371 	0.00479674 	0
0.0919192 	0.561188 	0.00402227 	0
0.0929293 	0.612006 	0.00324781 	0
0.0939394 	0.662824 	0.00247334 	0
0.0949495 	0.713641 	0.00169887 	0
0.0959596 	0.770652 	0.00134154 	0
0.0969697 	0.827989 	0.00100615 	0
0.0979798 	0.885326 	0.000670768 	0
0.0989899 	0.942663 	0.000335384 	0
0.1 	1 	0 	0
